question,n_sessions,share_sessions,median_position,position_iqr
wow what are you most proud of in your life,1,0.005291005291005291,0.7123287671232876,0.0
aw that's good,1,0.005291005291005291,0.3442622950819672,0.0
hmm downer hmm behavior changes have you noticed any changes in your behavior or thoughts lately,1,0.005291005291005291,0.7868852459016393,0.0
yeah downer yeah see mean i see what you mean feelguilty what's something you feel guilty about,1,0.005291005291005291,0.5409836065573771,0.0
aw okay,1,0.005291005291005291,0.9333333333333333,0.0
see mean i see what you mean regret is there anything you regret,1,0.005291005291005291,0.8939393939393939,0.0
ellie dec wow happy lasttime tell me about the last time you felt really happy,1,0.005291005291005291,0.8409090909090909,0.0
yeah downer yeah ideal weekendc tell me how you spend your ideal weekend,1,0.005291005291005291,0.9318181818181818,0.0
that sounds really hard how do you know them,1,0.005291005291005291,0.9,0.0
mm mm why la why did you move to l a,1,0.005291005291005291,0.11764705882352941,0.0
wild laughter laughter see mean i see what you mean like about la what are some things you really like about l a,1,0.005291005291005291,0.1568627450980392,0.0
aww can you tell me about that,1,0.005291005291005291,0.45614035087719296,0.0
thats great that's great feelguilty what's something you feel guilty about,1,0.005291005291005291,0.5098039215686274,0.0
yeah downer yeah been hard that sounds really hard easy sleep how easy is it for you to get a good night's sleep,1,0.005291005291005291,0.6470588235294118,0.0
yeah yeah ptsd diagnosed have you ever been diagnosed with p t s d,1,0.005291005291005291,0.7647058823529411,0.0
thats good that's good yeah downer yeah easy sleep how easy is it for you to get a good night's sleep,1,0.005291005291005291,0.6363636363636364,0.0
nice who's someone that's been a positive influence in your life,1,0.005291005291005291,0.43859649122807015,0.0
yes how would your best friend describe you,1,0.005291005291005291,0.6833333333333333,0.0
wild laughter laughter ellie dec what are you most proud of in your life,1,0.005291005291005291,0.9393939393939394,0.0
oh no oh no describe felt how did you feel in that moment,1,0.005291005291005291,0.39344262295081966,0.0
i'm sorry to hear that is it uncomfortable for you to talk about this,1,0.005291005291005291,0.6666666666666666,0.0
cool what do you do now,1,0.005291005291005291,0.43333333333333335,0.0
yeah yeah regret is there anything you regret,1,0.005291005291005291,0.38461538461538464,0.0
awesome what's one of your most memorable experiences,1,0.005291005291005291,0.26666666666666666,0.0
how close are you to your family do you travel a lot,1,0.005291005291005291,0.21666666666666667,0.0
aw aw tell about that can you tell me about that,1,0.005291005291005291,0.2857142857142857,0.0
mhm how close are you to them,1,0.005291005291005291,0.38596491228070173,0.0
okay confirm okay makes sense that makes sense,1,0.005291005291005291,0.7857142857142857,0.0
uh huh uh huh travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,1,0.005291005291005291,0.20833333333333334,0.0
yeah how often to you go back to your home town,1,0.005291005291005291,0.15,0.0
wow wow why why,1,0.005291005291005291,0.08196721311475409,0.0
wild laughter laughter yeah downer yeah why la why did you move to l a,1,0.005291005291005291,0.13114754098360656,0.0
hmm i see what you mean have you ever been diagnosed with p t s d,1,0.005291005291005291,0.4626865671641791,0.0
laughter i see what you mean what do you do when you're annoyed,1,0.005291005291005291,0.8596491228070176,0.0
thats great that's great ellie dec what would you say are some of your best qualities,1,0.005291005291005291,0.8181818181818182,0.0
thats great that's great self change what are some things you wish you could change about yourself,1,0.005291005291005291,0.7543859649122807,0.0
wow what are some things that make you really mad,1,0.005291005291005291,0.2558139534883721,0.0
nice what's your dream job,1,0.005291005291005291,0.16279069767441862,0.0
wow that sounds interesting how did you decide to do that,1,0.005291005291005291,0.13953488372093023,0.0
good hear that's so good to hear ellie dec what are some things that usually put you in a good mood,1,0.005291005291005291,0.96,0.0
yeah yeah what'd you study at school,1,0.005291005291005291,0.11627906976744186,0.0
uh oh uh oh situation handled tell me about a situation that you wish you had handled differently,1,0.005291005291005291,0.40476190476190477,0.0
thats great that's great family roleb how close are you to your family,1,0.005291005291005291,0.4523809523809524,0.0
awesome what are some things you really like about l a,1,0.005291005291005291,0.06976744186046512,0.0
ellie dec uh huh tell me morev can you tell me more about that,1,0.005291005291005291,0.9523809523809523,0.0
im sorry i'm sorry ellie dec what would you say are some of your best qualities,1,0.005291005291005291,0.9761904761904762,0.0
im sorry i'm sorry been hard that sounds really hard,1,0.005291005291005291,0.47368421052631576,0.0
ellie dec that's great ellie dec that's great give example can you give me an example of that,1,0.005291005291005291,0.49122807017543857,0.0
aw okay what'd you study at school,1,0.005291005291005291,0.2708333333333333,0.0
i see what you mean where are you from originally,1,0.005291005291005291,0.046511627906976744,0.0
yes how are you at controlling your temper,1,0.005291005291005291,0.3023255813953488,0.0
aw aw advice back what advice would you give to yourself ten or twenty years ago,1,0.005291005291005291,0.8421052631578947,0.0
hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything you're answers are totally confidential are you okay with this,1,0.005291005291005291,0.0,0.0
mm mm adapted la how easy was it for you to get used to living in l a,1,0.005291005291005291,0.14583333333333334,0.0
mm there are always trade offs in life aren't there,1,0.005291005291005291,0.6216216216216216,0.0
cool okay,1,0.005291005291005291,0.20270270270270271,0.0
laughter i see what you mean who's someone that's been a positive influence in your life,1,0.005291005291005291,0.14864864864864866,0.0
hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything you answers are totally confidential are you okay with this,1,0.005291005291005291,0.0,0.0
wow wow change directions what made you decide to do that,1,0.005291005291005291,0.3958333333333333,0.0
im sorry i'm sorry behavior changes have you noticed any changes in your behavior or thoughts lately,1,0.005291005291005291,0.7083333333333334,0.0
wild laughter laughter regret is there anything you regret,1,0.005291005291005291,0.8125,0.0
that's so good to hear what are you most proud of in your life,1,0.005291005291005291,0.7962962962962963,0.0
that sucks that sucks ideal weekendc tell me how you spend your ideal weekend,1,0.005291005291005291,0.9375,0.0
yeah have you ever served in the military,1,0.005291005291005291,0.6481481481481481,0.0
hmm what are some things you don't really like about l a,1,0.005291005291005291,0.13432835820895522,0.0
aww that's good what do you do to relax,1,0.005291005291005291,0.3488372093023256,0.0
i'm sorry to hear that what's it like for you living with them,1,0.005291005291005291,0.417910447761194,0.0
cool how are you at controlling your temper,1,0.005291005291005291,0.2361111111111111,0.0
cool cool change directions what made you decide to do that,1,0.005291005291005291,0.8656716417910447,0.0
mhm mhm thats good that's good why la why did you move to l a,1,0.005291005291005291,0.13559322033898305,0.0
okay i understand,1,0.005291005291005291,0.9583333333333334,0.0
understand i understand hard decisionb tell me about the hardest decision you've ever had to make,1,0.005291005291005291,0.3728813559322034,0.0
mm mm parent differences what are some ways that you're different as a parent than your parents,1,0.005291005291005291,0.4576271186440678,0.0
aw tell me about that,1,0.005291005291005291,0.9305555555555556,0.0
ellie dec that's good influence positive who's someone that's been a positive influence in your life,1,0.005291005291005291,0.5084745762711864,0.0
awesome how do you know them,1,0.005291005291005291,0.8333333333333334,0.0
ellie dec that's good suspect problem did you think you had a problem before you found out,1,0.005291005291005291,0.7627118644067796,0.0
mhm mhm therapy going do you still go to therapy now,1,0.005291005291005291,0.7966101694915254,0.0
oh do you travel a lot,1,0.005291005291005291,0.4305555555555556,0.0
downer okay ideal weekendc tell me how you spend your ideal weekend,1,0.005291005291005291,0.9491525423728814,0.0
thats good that's good asked everything okay i think i have asked everything i need to appreciate open thanks for sharing your thoughts with me,1,0.005291005291005291,0.9830508474576272,0.0
okay when'd you move to l a,1,0.005291005291005291,0.05555555555555555,0.0
understand i understand situation handled tell me about a situation that you wish you had handled differently,1,0.005291005291005291,0.4,0.0
cool who's someone that's been a positive influence in your life,1,0.005291005291005291,0.9767441860465116,0.0
wild laughter laughter shyoutgoing do you consider yourself more shy or outgoing,1,0.005291005291005291,0.37037037037037035,0.0
hmm what are some things that make you really mad,1,0.005291005291005291,0.4583333333333333,0.0
awesome what are some things you like to do for fun,1,0.005291005291005291,0.8837209302325582,0.0
yeah downer yeah im sorry i'm sorry uncomfortable talkv is it uncomfortable for you to talk about this,1,0.005291005291005291,0.5555555555555556,0.0
i see when was the last time that happened,1,0.005291005291005291,0.7674418604651163,0.0
yeah that sounds really hard how easy is it for you to get a good night's sleep,1,0.005291005291005291,0.7209302325581395,0.0
isee downer i see behavior changes have you noticed any changes in your behavior or thoughts lately,1,0.005291005291005291,0.6666666666666666,0.0
thats good that's good asked everything okay i think i have asked everything i need to appreciate open thanks for sharing your thoughts with me bye goodbye,1,0.005291005291005291,1.0,0.0
really really hard decision how did you decide to do that,1,0.005291005291005291,0.12,0.0
yeah how have you been feeling lately,1,0.005291005291005291,0.6976744186046512,0.0
that's great what are you most proud of in your life,1,0.005291005291005291,0.4418604651162791,0.0
i see what you mean do you consider yourself an introvert,1,0.005291005291005291,0.3953488372093023,0.0
thats great that's great memorableb what's one of your most memorable experiences,1,0.005291005291005291,0.13043478260869565,0.0
that's great how do you like l a,1,0.005291005291005291,0.16666666666666666,0.0
cool cool like what like what,1,0.005291005291005291,0.2608695652173913,0.0
oh my gosh oh my gosh describe felt how did you feel in that moment,1,0.005291005291005291,0.6938775510204082,0.0
wild laughter laughter me too me too,1,0.005291005291005291,0.7142857142857143,0.0
mhm mhm thats great that's great ellie dec what are you most proud of in your life,1,0.005291005291005291,0.9591836734693877,0.0
yeah what'd you study at school,1,0.005291005291005291,0.14814814814814814,0.0
mm mm see mean i see what you mean travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,1,0.005291005291005291,0.13043478260869565,0.0
mm i see what you mean how often do you go back to your home town,1,0.005291005291005291,0.09876543209876543,0.0
wow can you tell me about that,1,0.005291005291005291,0.08641975308641975,0.0
ellie dec uh huh tell me about tell me about that,1,0.005291005291005291,0.391304347826087,0.0
been hard that sounds really hard happy didthat are you happy you did that,1,0.005291005291005291,0.41304347826086957,0.0
wow that sounds really hard,1,0.005291005291005291,0.34328358208955223,0.0
yeah do you have disturbing thoughts,1,0.005291005291005291,0.6632653061224489,0.0
mm have you ever been diagnosed with p t s d,1,0.005291005291005291,0.5714285714285714,0.0
mhm mhm after what did you do after the military,1,0.005291005291005291,0.6956521739130435,0.0
understand i understand ptsd diagnosed have you ever been diagnosed with p t s d,1,0.005291005291005291,0.7608695652173914,0.0
i'm sorry that sounds really hard,1,0.005291005291005291,0.5102040816326531,0.0
okay i see what you mean who's someone that's been a positive influence in your life,1,0.005291005291005291,0.48148148148148145,0.0
downer okay sleep affects what are you like when you don't sleep well,1,0.005291005291005291,0.6346153846153846,0.0
that sounds like a great situation what do you think of today's kids,1,0.005291005291005291,0.8245614035087719,0.0
mm mm therapy going do you still go to therapy now,1,0.005291005291005291,0.7692307692307693,0.0
laughter i understand where are you from originally,1,0.005291005291005291,0.030612244897959183,0.0
okay confirm okay travel changed what do you enjoy about traveling,1,0.005291005291005291,0.17391304347826086,0.0
yeah yeah happy didthat are you happy you did that,1,0.005291005291005291,0.30434782608695654,0.0
understand i understand dream job what's your dream job,1,0.005291005291005291,0.32608695652173914,0.0
see mean i see what you mean feelguilty what's something you feel guilty about,1,0.005291005291005291,0.5652173913043478,0.0
awesome awesome ellie dec tell me about something you did recently that you really enjoyed,1,0.005291005291005291,0.8260869565217391,0.0
wow wow regret is there anything you regret,1,0.005291005291005291,0.8478260869565217,0.0
i'm sorry to hear that do you still go to therapy now,1,0.005291005291005291,0.6964285714285714,0.0
mm how have you been feeling lately,1,0.005291005291005291,0.6785714285714286,0.0
aw aw okay confirm okay like about la what are some things you really like about l a,1,0.005291005291005291,0.1590909090909091,0.0
mhm mhm thats great that's great,1,0.005291005291005291,0.4897959183673469,0.0
that's great what do you do when you're annoyed,1,0.005291005291005291,0.25925925925925924,0.0
mm how are you at controlling your temper,1,0.005291005291005291,0.2839506172839506,0.0
ellie dec that's great ellie dec tell me about something you did recently that you really enjoyed,1,0.005291005291005291,0.813953488372093,0.0
yes what's your dream job,1,0.005291005291005291,0.3148148148148148,0.0
nice how do you like your living situation,1,0.005291005291005291,0.125,0.0
uh huh uh huh how often do you go back to your hometown,1,0.005291005291005291,0.16666666666666666,0.0
ellie dec wow behavior changes have you noticed any changes in your behavior or thoughts lately,1,0.005291005291005291,0.6956521739130435,0.0
that's a long time how easy was it for you to get used to living in l a,1,0.005291005291005291,0.1111111111111111,0.0
yeah downer yeah ellie dec what would you say are some of your best qualities,1,0.005291005291005291,0.8985507246376812,0.0
i see what you mean when'd you move to l a,1,0.005291005291005291,0.09259259259259259,0.0
i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential how are you doing today,1,0.005291005291005291,0.041666666666666664,0.0
yeah downer yeah been hard that sounds really hard family relationship tell me about your relationship with your family,1,0.005291005291005291,0.42857142857142855,0.0
downer okay todays kids what do you think of today's kids,1,0.005291005291005291,0.4523809523809524,0.0
cool cool regret is there anything you regret,1,0.005291005291005291,0.7380952380952381,0.0
mhm what advice would you give yourself ten or twenty years ago,1,0.005291005291005291,0.8125,0.0
awesome what made you decide to do that,1,0.005291005291005291,0.640625,0.0
think of me as a friend i don't judge i can't i'm a computer,1,0.005291005291005291,0.020833333333333332,0.0
hmm downer hmm landed trouble has that gotten you in trouble,1,0.005291005291005291,0.3684210526315789,0.0
what made you decide to go and see someone,1,0.005291005291005291,0.53125,0.0
mhm mhm behavior changes have you noticed any changes in your behavior or thoughts lately,1,0.005291005291005291,0.5964912280701754,0.0
mhm mhm therapy useful do you feel like therapy is useful,1,0.005291005291005291,0.7368421052631579,0.0
awesome awesome ellie dec what are some things that usually put you in a good mood,1,0.005291005291005291,0.9473684210526315,0.0
downer okay travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,1,0.005291005291005291,0.25862068965517243,0.0
yeah yeah cool cool,1,0.005291005291005291,0.3103448275862069,0.0
that's good how easy was it for you to get used to living in l a,1,0.005291005291005291,0.140625,0.0
nice nice self change what are some things you wish you could change about yourself,1,0.005291005291005291,0.8103448275862069,0.0
wow that's a long time how often do you go back to your home town,1,0.005291005291005291,0.125,0.0
i understand do you feel like therapy's useful,1,0.005291005291005291,0.6049382716049383,0.0
yeah that makes sense,1,0.005291005291005291,0.5432098765432098,0.0
wow i see did you think you had a problem before you found out,1,0.005291005291005291,0.4691358024691358,0.0
oh no i'm sorry,1,0.005291005291005291,0.589041095890411,0.0
i'm sorry to hear that how close are you to your family,1,0.005291005291005291,0.2054794520547945,0.0
yeah downer yeah im sorry i'm sorry,1,0.005291005291005291,0.7142857142857143,0.0
great situation that sounds like a great situation study what did you study at school,1,0.005291005291005291,0.17857142857142858,0.0
downer okay study what did you study at school,1,0.005291005291005291,0.25,0.0
awesome awesome change directions what made you decide to do that,1,0.005291005291005291,0.2777777777777778,0.0
okay confirm okay yeah yeah bouts symptoms when was the last time that happened,1,0.005291005291005291,0.3055555555555556,0.0
okay confirm okay see mean i see what you mean control temper how are you at controlling your temper,1,0.005291005291005291,0.3472222222222222,0.0
how do you like l a,1,0.005291005291005291,0.05263157894736842,0.0
okay confirm okay therapy useful do you feel like therapy is useful,1,0.005291005291005291,0.75,0.0
okay confirm okay yeah yeah,1,0.005291005291005291,0.2054794520547945,0.0
mm mm okay confirm okay easy sleep how easy is it for you to get a good night's sleep,1,0.005291005291005291,0.6575342465753424,0.0
mm mm travel trips i'd love to hear about one of your trips,1,0.005291005291005291,0.1568627450980392,0.0
why why relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,1,0.005291005291005291,0.3333333333333333,0.0
wild laughter laughter okay confirm okay situation handled tell me about a situation that you wish you had handled differently,1,0.005291005291005291,0.39215686274509803,0.0
yeah yeah travel trips i'd love to hear about one of your trips,1,0.005291005291005291,0.13793103448275862,0.0
okay yes,1,0.005291005291005291,0.26,0.0
wild laughter laughter bf describe how would your best friend describe you,1,0.005291005291005291,0.896551724137931,0.0
that's good what are some things that make you really mad,1,0.005291005291005291,0.18,0.0
mhm mhm yeah yeah easy sleep how easy is it for you to get a good night's sleep,1,0.005291005291005291,0.7346938775510204,0.0
okay confirm okay kids elaborate tell me about your kids,1,0.005291005291005291,0.5,0.0
good hear that's so good to hear parent differences what are some ways that you're different as a parent than your parents,1,0.005291005291005291,0.5714285714285714,0.0
i see what you mean how easy was it for you to get used to living in l a,1,0.005291005291005291,0.16,0.0
understand i understand ellie dec what would you say are some of your best qualities,1,0.005291005291005291,0.8035714285714286,0.0
awesome awesome dont like la what are some things you don't really like about l a,1,0.005291005291005291,0.10416666666666667,0.0
mm i understand,1,0.005291005291005291,0.9672131147540983,0.0
okay tell me more about that,1,0.005291005291005291,0.8688524590163934,0.0
right right see mean i see what you mean advice back what advice would you give to yourself ten or twenty years ago,1,0.005291005291005291,0.9166666666666666,0.0
mm mm understand i understand shyoutgoing do you consider yourself more shy or outgoing,1,0.005291005291005291,0.28888888888888886,0.0
wild laughter laughter kids elaborate tell me about your kids,1,0.005291005291005291,0.4,0.0
mhm mhm easy parent do you find it easy to be a parent,1,0.005291005291005291,0.4222222222222222,0.0
makes sense that makes sense influence positive who's someone that's been a positive influence in your life,1,0.005291005291005291,0.6444444444444445,0.0
see mean i see what you mean adapted la how easy was it for you to get used to living in l a,1,0.005291005291005291,0.12962962962962962,0.0
mm what did you do after the military,1,0.005291005291005291,0.7049180327868853,0.0
me too me too,1,0.005291005291005291,0.9764705882352941,0.0
right right yeah yeah,1,0.005291005291005291,0.8705882352941177,0.0
yes yes yeah yeah,1,0.005291005291005291,0.8352941176470589,0.0
regret is there anything you regret regret is there anything you regret,1,0.005291005291005291,0.788235294117647,0.0
aw aw bf describe how would your best friend describe you,1,0.005291005291005291,0.8333333333333334,0.0
mhm okay thanks for sharing your thoughts with me okay i think i've asked everything i need to goodbye,1,0.005291005291005291,1.0,0.0
thats good that's good awesome awesome,1,0.005291005291005291,0.037037037037037035,0.0
wild laughter laughter adapted la how easy was it for you to get used to living in l a,1,0.005291005291005291,0.14814814814814814,0.0
wow wow like about la what are some things you really like about l a,1,0.005291005291005291,0.16666666666666666,0.0
uh oh uh oh feelguilty what's something you feel guilty about,1,0.005291005291005291,0.46296296296296297,0.0
wild laughter laughter hard decisionb tell me about the hardest decision you've ever had to make,1,0.005291005291005291,0.5,0.0
cool cool easy sleep how easy is it for you to get a good night's sleep,1,0.005291005291005291,0.6481481481481481,0.0
wild laughter laughter ellie dec what are some things that usually put you in a good mood,1,0.005291005291005291,0.9444444444444444,0.0
mm is there anything you regret,1,0.005291005291005291,0.9,0.0
mhm mhm therapy changes what sort of changes have you noticed since you've been going to therapy,1,0.005291005291005291,0.7164179104477612,0.0
sorry hear i'm sorry to hear that regret is there anything you regret,1,0.005291005291005291,0.8507462686567164,0.0
makes sense that makes sense study what did you study at school,1,0.005291005291005291,0.11475409836065574,0.0
mhm mhm isee downer i see isee downer i see last argument when was the last time you argued with someone and what was it about,1,0.005291005291005291,0.2459016393442623,0.0
understand i understand kids elaborate tell me about your kids,1,0.005291005291005291,0.39344262295081966,0.0
thats great that's great easy parent do you find it easy to be a parent,1,0.005291005291005291,0.4098360655737705,0.0
aw aw parent differences what are some ways that you're different as a parent than your parents,1,0.005291005291005291,0.45901639344262296,0.0
wild laughter laughter sleep affects what are you like when you don't sleep well,1,0.005291005291005291,0.5901639344262295,0.0
im sorry i'm sorry tell about that can you tell me about that,1,0.005291005291005291,0.6229508196721312,0.0
me too me too ellie dec what are you most proud of in your life,1,0.005291005291005291,0.9672131147540983,0.0
yeah downer yeah dream job what's your dream job,1,0.005291005291005291,0.2708333333333333,0.0
aw aw shyoutgoing do you consider yourself more shy or outgoing,1,0.005291005291005291,0.38461538461538464,0.0
wow wow sleep affects what are you like when you don't sleep well,1,0.005291005291005291,0.6538461538461539,0.0
nice nice like what like what,1,0.005291005291005291,0.9615384615384616,0.0
uh huh uh huh asked everything okay i think i have asked everything i need to appreciate open thanks for sharing your thoughts with me bye goodbye,1,0.005291005291005291,1.0,0.0
thats good that's good great thanks i'm great thanks,1,0.005291005291005291,0.030303030303030304,0.0
makes sense that makes sense travel trips i'd love to hear about one of your trips,1,0.005291005291005291,0.18181818181818182,0.0
mm mm memory erase tell me about an event or something that you wish you could erase from your memory,1,0.005291005291005291,0.4696969696969697,0.0
thats good that's good hard decisionb tell me about the hardest decision you've ever had to make,1,0.005291005291005291,0.43529411764705883,0.0
okay confirm okay living situation how do you like your living situation,1,0.005291005291005291,0.5925925925925926,0.0
wild laughter laughter feel lately how have you been feeling lately,1,0.005291005291005291,0.6666666666666666,0.0
thats good that's good bouts symptoms when was the last time that happened,1,0.005291005291005291,0.7592592592592593,0.0
right right therapist affect how has seeing a therapist affected you,1,0.005291005291005291,0.796875,0.0
yeah downer yeah hard decision how did you decide to do that,1,0.005291005291005291,0.4666666666666667,0.0
yeah downer yeah therapy going do you still go to therapy now,1,0.005291005291005291,0.7777777777777778,0.0
yeah downer yeah like about la what are some things you really like about l a,1,0.005291005291005291,0.18867924528301888,0.0
isee downer i see shyoutgoing do you consider yourself more shy or outgoing,1,0.005291005291005291,0.39622641509433965,0.0
mhm mhm happy didthat are you happy you did that,1,0.005291005291005291,0.5471698113207547,0.0
isee downer i see how know how do you know them,1,0.005291005291005291,0.48148148148148145,0.0
hmm downer hmm feelbadly tell me about a time when someone made you feel really badly about yourself,1,0.005291005291005291,0.8518518518518519,0.0
mm mm often backb how often do you go back to your hometown,1,0.005291005291005291,0.10204081632653061,0.0
makes sense that makes sense compares la how does it compare to l a,1,0.005291005291005291,0.14285714285714285,0.0
thats good that's good yeah yeah like about la what are some things you really like about l a,1,0.005291005291005291,0.22448979591836735,0.0
uh huh uh huh memorableb what's one of your most memorable experiences,1,0.005291005291005291,0.32653061224489793,0.0
right right symptoms cope how do you cope with them,1,0.005291005291005291,0.6122448979591837,0.0
right right depression diagnosed have you been diagnosed with depression,1,0.005291005291005291,0.8163265306122449,0.0
understand i understand mhm mhm bf describe how would your best friend describe you,1,0.005291005291005291,0.8775510204081632,0.0
im sorry i'm sorry family relationship tell me about your relationship with your family,1,0.005291005291005291,0.5526315789473685,0.0
wow wow relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,1,0.005291005291005291,0.3333333333333333,0.0
see mean i see what you mean family relationship tell me about your relationship with your family,1,0.005291005291005291,0.48484848484848486,0.0
thats good that's good bf describe how would your best friend describe you,1,0.005291005291005291,0.6818181818181818,0.0
mm mm travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,1,0.005291005291005291,0.22,0.0
mhm mhm what do when annoyed what do you do when you are annoyed,1,0.005291005291005291,0.32,0.0
cool cool ellie dec what are you most proud of in your life,1,0.005291005291005291,1.0,0.0
sorry hear i'm sorry to hear that been hard that sounds really hard,1,0.005291005291005291,0.05263157894736842,0.0
yeah downer yeah where originally where are you from originally,1,0.005291005291005291,0.10526315789473684,0.0
wild laughter laughter understand i understand relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,1,0.005291005291005291,0.3684210526315789,0.0
ellie dec wow change directions what made you decide to do that,1,0.005291005291005291,0.543859649122807,0.0
see mean i see what you mean symptoms cope how do you cope with them,1,0.005291005291005291,0.631578947368421,0.0
isee downer i see why seek help what got you to seek help,1,0.005291005291005291,0.7017543859649122,0.0
yeah yeah wild laughter laughter,1,0.005291005291005291,0.9298245614035088,0.0
nice nice awesome awesome ellie dec what are you most proud of in your life,1,0.005291005291005291,0.9473684210526315,0.0
downer okay how know how do you know them,1,0.005291005291005291,0.4,0.0
wild laughter laughter see mean i see what you mean travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,1,0.005291005291005291,0.171875,0.0
wild laughter laughter self change what are some things you wish you could change about yourself,1,0.005291005291005291,0.8148148148148148,0.0
ellie dec wow adapted la how easy was it for you to get used to living in l a,1,0.005291005291005291,0.109375,0.0
good hear that's so good to hear ellie dec tell me about something you did recently that you really enjoyed,1,0.005291005291005291,0.9259259259259259,0.0
awesome awesome mad makeyou what are some things that make you really mad,1,0.005291005291005291,0.9444444444444444,0.0
okay cheery okay introv confirmation hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this,1,0.005291005291005291,0.0,0.0
okay confirm okay yeah yeah travel shoes i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot,1,0.005291005291005291,0.23728813559322035,0.0
cool cool difficult how hard is that,1,0.005291005291005291,0.3728813559322034,0.0
makes sense that makes sense shyoutgoing do you consider yourself more shy or outgoing,1,0.005291005291005291,0.4067796610169492,0.0
wow wow feel lately how have you been feeling lately,1,0.005291005291005291,0.6842105263157895,0.0
wild laughter laughter where originally where are you from originally,1,0.005291005291005291,0.037037037037037035,0.0
understand i understand tell about that can you tell me about that,1,0.005291005291005291,0.5185185185185185,0.0
yeah yeah influence positive who's someone that's been a positive influence in your life,1,0.005291005291005291,0.5370370370370371,0.0
isee downer i see feelbadly tell me about a time when someone made you feel really badly about yourself,1,0.005291005291005291,0.7962962962962963,0.0
mm mm okay confirm okay relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,1,0.005291005291005291,0.4791666666666667,0.0
mhm mhm trigger are they triggered by something,1,0.005291005291005291,0.5833333333333334,0.0
yeah downer yeah isee downer i see advice back what advice would you give to yourself ten or twenty years ago,1,0.005291005291005291,0.9166666666666666,0.0
hmmb hmm ellie dec what are you most proud of in your life,1,0.005291005291005291,0.9375,0.0
thats good that's good relax fishtank sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,1,0.005291005291005291,0.36363636363636365,0.0
cool cool memory erase tell me about an event or something that you wish you could erase from your memory,1,0.005291005291005291,0.5272727272727272,0.0
mhm mhm disturbing thoughts do you have disturbing thoughts,1,0.005291005291005291,0.7636363636363637,0.0
okay confirm okay understand i understand ellie dec tell me about something you did recently that you really enjoyed,1,0.005291005291005291,0.8909090909090909,0.0
nice nice ideal weekendc tell me how you spend your ideal weekend,1,0.005291005291005291,0.9090909090909091,0.0
thats good that's good advice back what advice would you give to yourself ten or twenty years ago,1,0.005291005291005291,0.9272727272727272,0.0
sounds interesting that sounds interesting change directions what made you decide to do that,1,0.005291005291005291,0.3,0.0
good hear that's so good to hear memory erase tell me about an event or something that you wish you could erase from your memory,1,0.005291005291005291,0.55,0.0
good job it can be tough to find a good job these days influence positive who's someone that's been a positive influence in your life,1,0.005291005291005291,0.6166666666666667,0.0
nice nice behavior changes have you noticed any changes in your behavior or thoughts lately,1,0.005291005291005291,0.7166666666666667,0.0
awesome awesome regret is there anything you regret,1,0.005291005291005291,0.9166666666666666,0.0
understand i understand why seek help what got you to seek help,1,0.005291005291005291,0.8307692307692308,0.0
really really very young you were very young weren't you,1,0.005291005291005291,0.058823529411764705,0.0
okay confirm okay why la why did you move to l a,1,0.005291005291005291,0.09375,0.0
understand i understand memory erase tell me about an event or something that you wish you could erase from your memory,1,0.005291005291005291,0.6296296296296297,0.0
sync hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you okay with this,1,0.005291005291005291,0.0,0.0
laughter yeah what do you do now,1,0.005291005291005291,0.058823529411764705,0.0
thats good that's good living situation how do you like your living situation,1,0.005291005291005291,0.2692307692307692,0.0
hmm downer hmm therapy going do you still go to therapy now,1,0.005291005291005291,0.6538461538461539,0.0
understand i understand bf describe how would your best friend describe you,1,0.005291005291005291,0.7884615384615384,0.0
