session	slug	answer_words
453	therapy_changes	123
453	yeah_downer	0
453	depression_diagnosed	1
453	when_diagnosed	11
453	disturbing_thoughts	9
453	bouts_symptoms	2
453	tell_about_that	93
453	hmm_downer	1
453	describe_felt	19
453	been_hard	1
453	happy_lasttime	9
453	aw	2
453	BF_describe	11
453	good_hear	0
453	self_change	5
453	feelbadly	4
453	okay_confirm	0
453	regret	39
453	wild_laughter3	6
453	advice_back	7
453	Ellie17Dec2012_07	4
453	Ellie17Dec2012_10	10
453	tell_about_that	112
453	awesome	0
453	Ellie17Dec2012_08	86
453	yeah3	0
453	asked_everything	0
453	appreciate_open	1
453	bye	1
454	IntroV4Confirmation	1
454	okay_confirm	0
454	how_doingV	3
454	great_thanks	0
454	where_originally	2
454	really	0
454	when_LA	5
454	often_backB	3
454	thats_good	0
454	compares_LA	5
454	why_LA	7
454	like_about_LA	2
454	see_mean	0
454	dont_like_LA	5
454	tell_about_that	22
454	yeah3	0
454	travel_shoes	1
454	travel_changed	5
454	travel_trips	4
454	mind	5
454	nice	0
454	tell_about_that	17
454	mhm	14
454	cool3	0
454	memorableB	4
454	aw	0
454	kids_elaborate	15
454	wow	0
454	easy_parent	5
454	parent_hardest	13
454	parent_best	8
454	parent_differences	28
454	mhm	0
454	study	1
454	hard_decision	20
454	sounds_interesting	0
454	still_working_on_X	1
454	dream_job	30
454	tell_about_that	17
454	like_what	25
454	difficult	38
454	yeah_downer	0
454	understand	0
454	shyoutgoing	1
454	why2	12
454	relax_fishtank	11
454	nice	0
454	control_temper	2
454	thats_good	0
454	last_argument	5
454	tell_about_that	19
454	describe_felt	1
454	isee_downer	0
454	situation_handled	12
454	elaborate	19
454	okay_confirm	0
454	hard_decisionB	28
454	sorry_hear	3
454	change_directions	11
454	yeah_downer	0
454	memory_erase	22
454	elaborate	34
454	Ellie17Dec2012_06	0
454	family_relationship	4
454	family_roleB	2
454	good_hear	1
454	influence_positive	6
454	tell_about_that	18
454	mhm	0
454	easy_sleep	2
454	thats_good	0
454	sleep_affects	1
454	feel_lately	4
454	behavior_changes	29
454	okay_confirm	0
454	ptsd_diagnosed	1
454	depression_diagnosed	1
454	happy_lasttime	2
454	Ellie17Dec2012_02	4
454	thats_great	0
454	BF_describe	5
454	self_change	6
454	landed_trouble	5
454	okay_confirm	0
454	feelbadly	12
454	bouts_symptoms	4
454	describe_felt	1
454	why2	12
454	understand	0
454	avoid	2
454	like_what	12
454	okay_confirm	0
454	regret	3
454	mind	5
454	advice_back	8
454	mind	7
454	mhm	0
454	Ellie17Dec2012_10	10
454	awesome	2
454	Ellie17Dec2012_09	5
454	okay_confirm	0
454	Ellie17Dec2012_08	2
454	asked_everything	0
454	appreciate_open	0
454	bye	4
455	IntroV4Confirmation	1
455	okay_confirm	0
455	how_doingV	2
455	thats_good	0
455	where_originally	2
455	really	1
455	when_LA	10
455	often_backB	7
455	why2	22
455	isee_downer	0
455	compares_LA	24
455	mhm	0
455	adapted_LA	25
455	thats_good	0
455	like_about_LA	34
455	uh_huh	0
455	dont_like_LA	38
455	good_hear	0
455	travel_shoes	3
455	travel_changed	44
455	travel_trips	5
455	mind	47
455	memorableB	75
455	nice	0
455	study	27
455	wild_laughter3	0
455	hard_decision	47
455	see_mean	1
455	dream_job	37
455	mm	0
455	shyoutgoing	5
455	relax_fishtank	50
455	thats_great	0
455	control_temper	8
455	last_argument	35
455	okay_confirm	0
455	situation_handled	78
455	mhm	1
455	hard_decisionB	108
455	okay_confirm	0
455	memory_erase	47
455	understand	0
455	easy_sleep	12
455	thats_good	0
455	feel_lately	15
455	behavior_changes	30
455	mhm	0
455	ptsd_diagnosed	1
455	depression_diagnosed	2
455	happy_lasttime	30
455	BF_describe	20
455	uh_huh	0
455	self_change	33
455	okay_confirm	0
455	advice_back	73
455	mhm	0
455	Ellie17Dec2012_10	22
455	cool3	1
455	Ellie17Dec2012_08	38
455	asked_everything	0
455	appreciate_open	0
455	bye	1
456	IntroV4Confirmation	1
456	okay_confirm	0
456	how_doingV	4
456	thats_good	0
456	where_originally	3
456	really	1
456	when_LA	15
456	often_backB	10
456	compares_LA	25
456	why_LA	6
456	adapted_LA	62
456	mhm	0
456	like_about_LA	82
456	yeah3	0
456	dont_like_LA	57
456	see_mean	1
456	travel_shoes	47
456	cool3	0
456	travel_changed	21
456	travel_trips	86
456	awesome	0
456	memorableB	4
456	yeah3	82
456	describe_felt	10
456	great_situation	1
456	study	29
456	change_directions	4
456	dream_job	20
456	difficult	49
456	mm	0
456	shyoutgoing	7
456	relax_fishtank	48
456	control_temper	39
456	landed_trouble	1
456	tell_about_that	3
456	okay_confirm	0
456	last_argument	72
456	okay_confirm	0
456	situation_handled	45
456	avoid	21
456	see_mean	0
456	hard_decisionB	120
456	yeah_downer	0
456	happy_didthat	1
456	hard_decision	24
456	understand	0
456	memory_erase	37
456	okay_confirm	0
456	family_relationship	53
456	good_hear	0
456	influence_positive	25
456	easy_sleep	36
456	sleep_affects	59
456	feel_lately	6
456	behavior_changes	12
456	tell_about_that	53
456	thats_good	0
456	ptsd_diagnosed	1
456	depression_diagnosed	1
456	happy_lasttime	41
456	aw	0
456	BF_describe	53
456	uh_huh	0
456	self_change	10
456	feelbadly	95
456	isee_downer	0
456	regret	9
456	advice_back	3
456	Ellie17Dec2012_07	59
456	mhm	0
456	Ellie17Dec2012_10	32
456	nice	0
456	Ellie17Dec2012_08	20
456	asked_everything	0
456	appreciate_open	2
456	bye	1
457	IntroV4Confirmation	1
457	okay_confirm	0
457	how_doingV	6
457	thats_good	0
457	awesome	0
457	where_originally	7
457	really	0
457	when_LA	14
457	often_backB	7
457	okay_confirm	0
457	compares_LA	18
457	why_LA	4
457	wild_laughter3	0
457	adapted_LA	23
457	wow	0
457	like_about_LA	57
457	dont_like_LA	20
457	see_mean	0
457	travel_shoes	15
457	travel_changed	36
457	travel_trips	48
457	aw	0
457	memorableB	118
457	wild_laughter3	0
457	great_situation	0
457	shyoutgoing	18
457	tell_about_that	33
457	thats_great	0
457	relax_fishtank	44
457	cool3	0
457	control_temper	3
457	last_argument	2
457	describe_felt	16
457	been_hard	18
457	okay_confirm	0
457	situation_handled	62
457	uh_oh	0
457	feelguilty	19
457	why2	23
457	wild_laughter3	0
457	hard_decisionB	63
457	change_directions	22
457	isee_downer	0
457	memory_erase	29
457	understand	0
457	family_relationship	58
457	thats_good	0
457	influence_positive	15
457	tell_about_that	108
457	how_know	27
457	cool3	0
457	easy_sleep	44
457	sleep_affects	29
457	okay_confirm	0
457	feel_lately	11
457	why2	56
457	behavior_changes	33
457	okay_confirm	0
457	ptsd_diagnosed	14
457	depression_diagnosed	19
457	tell_about_that	37
457	happy_lasttime	35
457	awesome	0
457	BF_describe	15
457	Ellie17Dec2012_07	18
457	self_change	16
457	like_what	22
457	Ellie17Dec2012_08	24
457	regret	10
457	advice_back	4
457	wild_laughter3	0
457	Ellie17Dec2012_09	8
457	asked_everything	0
457	appreciate_open	2
457	bye	2
459	IntroV4Confirmation	2
459	okay_confirm	0
459	how_doingV	5
459	okay_confirm	0
459	where_originally	17
459	like_about_LA	21
459	mhm	0
459	dont_like_LA	18
459	see_mean	0
459	travel_shoes	10
459	travel_changed	6
459	travel_trips	29
459	nice	0
459	memorableB	3
459	yeah3	16
459	describe_felt	8
459	change_directions	12
459	happy_didthat	1
459	thats_good	0
459	study	44
459	okay_confirm	0
459	dream_job	15
459	tell_about_that	18
459	okay_confirm	0
459	shyoutgoing	20
459	mhm	0
459	relax_fishtank	32
459	difficult	19
459	tell_about_that	23
459	see_mean	1
459	control_temper	23
459	landed_trouble	2
459	last_argument	26
459	change_directions	37
459	okay_confirm	0
459	situation_handled	25
459	family_relationship	61
459	describe_felt	1
459	im_sorry	2
459	memory_erase	16
459	why2	12
459	okay_confirm	0
459	hard_decisionB	11
459	tell_about_that	72
459	isee_downer	0
459	influence_positive	1
459	more	36
459	thats_great	0
459	easy_sleep	2
459	why2	50
459	been_hard	4
459	symptoms_cope	23
459	mhm	0
459	sleep_affects	24
459	understand	0
459	feel_lately	25
459	behavior_changes	6
459	ptsd_diagnosed	2
459	depression_diagnosed	1
459	when_diagnosed	32
459	why_seek_help	17
459	therapy_going	1
459	stop_going	20
459	mhm	0
459	therapy_changes	8
459	like_what	32
459	therapy_useful	12
459	see_mean	0
459	happy_lasttime	3
459	tell_about_that	24
459	aw	0
459	good_hear	0
459	BF_describe	14
459	uh_huh	0
459	self_change	36
459	feelbadly	48
459	sorry_hear	0
459	regret	6
459	advice_back	5
459	Ellie17Dec2012_10	18
459	more	14
459	change_directions	20
459	cool3	0
459	Ellie17Dec2012_07	33
459	okay_confirm	0
459	ideal_weekendC	32
459	mhm	0
459	Ellie17Dec2012_08	28
459	asked_everything	1
459	appreciate_open	0
459	bye	1
461	IntroV4Confirmation	1
461	okay_confirm	0
461	how_doingV	2
461	thats_good	0
461	where_originally	2
461	really	0
461	like_about_LA	12
461	mhm	0
461	dont_like_LA	8
461	see_mean	0
461	travel_shoes	3
461	why2	16
461	makes_sense	0
461	study	8
461	dream_job	13
461	okay_confirm	0
461	shyoutgoing	7
461	relax_fishtank	9
461	difficult	3
461	okay_confirm	0
461	control_temper	14
461	landed_trouble	6
461	tell_about_that	20
461	mhm	0
461	isee_downer	0
461	isee_downer	0
461	last_argument	23
461	describe_felt	8
461	okay_confirm	0
461	situation_handled	19
461	avoid	12
461	hard_decisionB	18
461	change_directions	22
461	happy_didthat	1
461	thats_good	0
461	situation_handled	8
461	yeah3	0
461	memory_erase	44
461	understand	0
461	kids_elaborate	62
461	thats_great	0
461	easy_parent	1
461	parent_hardest	7
461	parent_best	8
461	aw	0
461	parent_differences	58
461	family_roleB	23
461	okay_confirm	12
461	influence_positive	4
461	tell_about_that	19
461	easy_sleep	2
461	why2	17
461	trigger	31
461	wild_laughter3	0
461	sleep_affects	18
461	mhm	0
461	feel_lately	15
461	im_sorry	0
461	tell_about_that	47
461	hmm_downer	1
461	good_job	3
461	ptsd_diagnosed	3
461	depression_diagnosed	8
461	when_diagnosed	18
461	why_seek_help	18
461	therapy_going	1
461	therapy_useful	25
461	therapy_changes	40
461	see_mean	0
461	happy_lasttime	9
461	more	25
461	BF_describe	6
461	Ellie17Dec2012_07	23
461	mhm	0
461	self_change	31
461	bouts_symptoms	3
461	give_example	61
461	great_thanks	2
461	advice_back	29
461	thats_good	0
461	ideal_weekendC	33
461	nice	3
461	me_too	0
461	Ellie17Dec2012_08	2
461	asked_everything	0
461	appreciate_open	3
461	bye	6
461	uh_huh	0
462	IntroV4Confirmation	1
462	okay_confirm	0
462	how_doingV	2
462	thats_good	0
462	where_originally	5
462	really	1
462	like_about_LA	25
462	mhm	3
462	dont_like_LA	49
462	thats_great	0
462	travel_shoes	13
462	awesome	0
462	travel_changed	40
462	travel_trips	132
462	yeah3	0
462	memorableB	70
462	nice	0
462	study	53
462	change_directions	86
462	yeah_downer	0
462	dream_job	51
462	difficult	82
462	okay_confirm	0
462	shyoutgoing	44
462	wild_laughter3	1
462	makes_sense	1
462	relax_fishtank	137
462	mhm	0
462	control_temper	52
462	landed_trouble	44
462	last_argument	95
462	describe_felt	128
462	understand	36
462	yeah3	7
462	okay_confirm	0
462	situation_handled	122
462	Ellie17Dec2012_06	1
462	been_hard	4
462	memory_erase	28
462	okay_confirm	0
462	hard_decisionB	99
462	change_directions	1
462	okay_confirm	0
462	family_relationship	10
462	im_sorry	2
462	influence_positive	108
462	okay_confirm	0
462	easy_sleep	7
462	why2	44
462	sleep_affects	18
462	feel_lately	54
462	ptsd_diagnosed	1
462	depression_diagnosed	1
462	happy_lasttime	123
462	BF_describe	63
462	self_change	35
462	isee_downer	0
462	regret	28
462	right2	0
462	advice_back	32
462	okay_confirm	0
462	Ellie17Dec2012_08	35
462	thats_great	0
462	asked_everything	1
462	appreciate_open	2
462	bye	1
463	IntroV4Confirmation	3
463	okay_confirm	0
463	how_doingV	4
463	thats_good	0
463	where_originally	8
463	really	1
463	like_about_LA	17
463	mhm	0
463	dont_like_LA	3
463	see_mean	0
463	travel_shoes	7
463	travel_changed	11
463	travel_trips	23
463	nice	0
463	memorableB	39
463	thats_great	0
463	study	3
463	still_working_on_X	29
463	good_hear	0
463	dream_job	9
463	change_directions	56
463	wow	0
463	happy_didthat	6
463	thats_good	0
463	family_relationship	17
463	family_roleB	24
463	okay_confirm	0
463	influence_positive	15
463	long_time	1
463	tell_about_that	43
463	aw	0
463	shyoutgoing	3
463	why2	18
463	relax_fishtank	23
463	control_temper	12
463	thats_good	0
463	last_argument	11
463	describe_felt	8
463	why2	40
463	yeah_downer	0
463	situation_handled	5
463	okay_confirm	0
463	hard_decisionB	13
463	hard_decision	47
463	happy_didthat	37
463	makes_sense	0
463	memory_erase	6
463	okay_confirm	0
463	easy_sleep	15
463	tell_about_that	43
463	wow	0
463	sleep_affects	20
463	understand	0
463	feel_lately	8
463	behavior_changes	5
463	okay_confirm	0
463	ptsd_diagnosed	1
463	depression_diagnosed	1
463	happy_lasttime	27
463	awesome	0
463	BF_describe	16
463	self_change	12
463	why2	22
463	okay_confirm	0
463	feelbadly	5
463	okay_confirm	0
463	regret	3
463	feelguilty	22
463	change_directions	37
463	okay_confirm	0
463	advice_back	3
463	Ellie17Dec2012_10	31
463	nice	0
463	like_what	37
463	thats_great	0
463	Ellie17Dec2012_08	49
463	uh_huh	0
463	asked_everything	0
463	appreciate_open	0
463	bye	1
464	IntroV4Confirmation	1
464	okay_confirm	0
464	how_doingV	7
464	thats_good	0
464	great_thanks	1
464	where_originally	18
464	cool3	3
464	yeah3	1
464	like_about_LA	19
464	thats_great	6
464	dont_like_LA	14
464	see_mean	22
464	yeah3	0
464	travel_shoes	16
464	nice	0
464	travel_changed	31
464	makes_sense	0
464	travel_trips	9
464	uh_huh	101
464	awesome	0
464	study	18
464	change_directions	32
464	dream_job	12
464	wild_laughter3	5
464	difficult	40
464	mm	1
464	shyoutgoing	71
464	understand	0
464	relax_fishtank	66
464	cool3	8
464	control_temper	58
464	mm	0
464	last_argument	92
464	yeah3	1
464	family_relationship	39
464	thats_good	0
464	situation_handled	22
464	mind	83
464	okay_confirm	1
464	influence_positive	59
464	mm	0
464	memory_erase	124
464	Ellie17Dec2012_06	51
464	yeah_downer	2
464	hard_decisionB	30
464	wild_laughter3	10
464	yeah3	83
464	happy_didthat	2
464	thats_good	0
464	easy_sleep	37
464	wow	7
464	wild_laughter3	2
464	feel_lately	80
464	thats_great	0
464	behavior_changes	9
464	mind	24
464	like_what	5
464	like_what	57
464	okay_confirm	0
464	ptsd_diagnosed	6
464	depression_diagnosed	15
464	tell_about_that	6
464	mhm	86
464	bouts_symptoms	67
464	thats_good	0
464	happy_lasttime	28
464	awesome	0
464	BF_describe	72
464	mm	0
464	self_change	18
464	feelbadly	27
464	tell_about_that	114
464	understand	5
464	regret	10
464	like_what	44
464	yeah_downer	0
464	advice_back	61
464	uh_huh	6
464	Ellie17Dec2012_08	61
464	thats_great	3
464	asked_everything	3
464	appreciate_open	1
464	bye	2
465	IntroV4Confirmation	2
465	okay_confirm	0
465	how_doingV	10
465	thats_good	0
465	where_originally	3
465	really	2
465	like_about_LA	22
465	cool3	0
465	dont_like_LA	49
465	see_mean	0
465	travel_shoes	8
465	travel_changed	60
465	awesome	0
465	travel_trips	3
465	yeah3	126
465	wow	29
465	thats_good	0
465	memorableB	59
465	wild_laughter5	85
465	wild_laughter7BIG	5
465	nice	8
465	really	2
465	shyoutgoing	6
465	relax_fishtank	2
465	okay_confirm	0
465	study	4
465	yeah3	13
465	sounds_interesting	66
465	mm	0
465	still_working_on_X	5
465	dream_job	67
465	control_temper	3
465	last_argument	65
465	mhm	183
465	wow	3
465	been_hard	7
465	wild_laughter3	2
465	situation_handled	96
465	see_mean	45
465	yeah3	0
465	feelguilty	72
465	mm	1
465	landed_trouble	3
465	thats_good	0
465	hard_decisionB	2
465	mhm	105
465	understand	1
465	family_relationship	7
465	family_roleB	12
465	influence_positive	7
465	influence_positive	3
465	tell_about_that	18
465	aw	6
465	okay_confirm	0
465	memory_erase	19
465	why2	117
465	uh_huh	32
465	mm	1
465	easy_sleep	42
465	feel_lately	105
465	wow	4
465	ptsd_diagnosed	5
465	yeah3	4
465	depression_diagnosed	6
465	happy_lasttime	83
465	great_situation	4
465	feel_down	40
465	okay_confirm	2
465	BF_describe	57
465	mhm	0
465	self_change	126
465	mm	0
465	feelbadly	58
465	tell_about_that	9
465	mind	58
465	that_sucks	13
465	yeah3	9
465	regret	0
465	regret	17
465	sorry_hear	59
465	yeah3	8
465	uh_huh	32
465	yes	0
465	yeah3	31
465	wild_laughter3	24
465	wild_laughter3	120
465	right2	0
465	yeah3	48
465	see_mean	57
465	yeah3	0
465	Ellie17Dec2012_08	127
465	thats_great	0
465	asked_everything	3
465	mhm	1
465	appreciate_open	3
465	bye	4
465	me_too	4
465	yeah3	10
465	uh_huh	22
466	IntroV4Confirmation	1
466	okay_confirm	0
466	how_doingV	2
466	thats_good	0
466	where_originally	2
466	really	0
466	like_about_LA	18
466	uh_huh	0
466	dont_like_LA	41
466	see_mean	1
466	travel_shoes	1
466	why2	15
466	im_sorry	0
466	difficult	3
466	tell_about_that	18
466	mhm	37
466	been_hard	4
466	symptoms_cope	76
466	thats_good	1
466	trigger	3
466	like_what	39
466	downer	0
466	study	12
466	dream_job	9
466	awesome	0
466	change_directions	97
466	okay_confirm	0
466	shyoutgoing	78
466	okay_confirm	0
466	yeah3	0
466	bouts_symptoms	10
466	tell_about_that	9
466	yeah3	29
466	okay_confirm	0
466	see_mean	0
466	control_temper	7
466	last_argument	17
466	okay_confirm	0
466	situation_handled	47
466	mind	6
466	tell_about_that	86
466	describe_felt	33
466	yeah_downer	0
466	family_relationship	50
466	family_roleB	37
466	downer	0
466	memory_erase	51
466	tell_me_moreV2	189
466	oh_no	36
466	sorry_hear	2
466	hard_decisionB	145
466	okay_confirm	0
466	easy_sleep	2
466	why2	15
466	trigger	15
466	disturbing_thoughts	1
466	trigger	1
466	tell_about_that	63
466	sleep_affects	9
466	feel_lately	5
466	behavior_changes	28
466	isee_downer	0
466	ptsd_diagnosed	1
466	when_diagnosed	19
466	depression_diagnosed	2
466	when_diagnosed	13
466	why_seek_help	51
466	therapy_going	7
466	stop_going	14
466	okay_confirm	0
466	therapy_useful	3
466	therapist_affect	3
466	therapy_changes	91
466	thats_good	1
466	happy_lasttime	49
466	tell_about_that	120
466	okay_confirm	18
466	see_mean	1
466	self_change	230
466	mhm	98
466	yeah3	0
466	advice_back	112
466	mhm	0
466	Ellie17Dec2012_10	38
466	okay_confirm	0
466	Ellie17Dec2012_08	139
466	thats_great	1
466	asked_everything	1
466	appreciate_open	2
466	bye	1
467	IntroV4Confirmation	5
467	okay_confirm	0
467	how_doingV	7
467	thats_good	3
467	why2	10
467	wild_laughter3	0
467	see_mean	1
467	where_originally	3
467	really	1
467	when_LA	9
467	why_LA	13
467	happy_didthat	6
467	adapted_LA	15
467	like_about_LA	7
467	uh_huh	18
467	dont_like_LA	22
467	okay_confirm	0
467	yeah3	1
467	travel_shoes	32
467	travel_changed	12
467	travel_trips	22
467	nice	50
467	change_directions	50
467	mhm	18
467	cool3	0
467	memorableB	12
467	yeah3	62
467	great_situation	6
467	study	21
467	dream_job	59
467	okay_confirm	1
467	yeah3	0
467	shyoutgoing	4
467	why2	13
467	relax_fishtank	16
467	mhm	1
467	control_temper	7
467	thats_good	3
467	last_argument	18
467	okay_confirm	0
467	situation_handled	15
467	hmm_downer	1
467	hard_decisionB	16
467	tell_about_that	47
467	yeah_downer	100
467	understand	1
467	trade_offs	3
467	memory_erase	4
467	hmm_downer	1
467	feelguilty	8
467	okay_confirm	0
467	family_relationship	52
467	influence_positive	7
467	tell_about_that	77
467	mm	0
467	okay_confirm	0
467	easy_sleep	2
467	thats_good	0
467	feel_lately	6
467	why2	104
467	symptoms_cope	6
467	mhm	23
467	difficult	42
467	see_mean	13
467	yeah_downer	1
467	behavior_changes	1
467	ptsd_diagnosed	1
467	depression_diagnosed	1
467	happy_lasttime	14
467	awesome	1
467	BF_describe	33
467	okay_confirm	0
467	self_change	7
467	regret	1
467	advice_back	21
467	mm	1
467	Ellie17Dec2012_10	9
467	cool3	1
467	change_directions	26
467	okay_confirm	0
467	Ellie17Dec2012_08	13
467	mind	8
467	thats_great	1
467	asked_everything	0
467	appreciate_open	1
467	bye	1
468	IntroV4Confirmation	5
468	okay_confirm	0
468	how_doingV	16
468	thats_good	0
468	where_originally	3
468	really	1
468	like_about_LA	39
468	cool3	0
468	dont_like_LA	27
468	see_mean	0
468	travel_shoes	80
468	travel_changed	41
468	mm	0
468	travel_trips	83
468	nice	1
468	memorableB	143
468	good_hear	1
468	study	11
468	change_directions	104
468	happy_didthat	16
468	thats_great	1
468	shyoutgoing	19
468	why2	0
468	relax_fishtank	41
468	okay_confirm	0
468	control_temper	68
468	last_argument	17
468	wild_laughter3	0
468	okay_confirm	0
468	situation_handled	98
468	that_sucks	3
468	hard_decisionB	77
468	okay_confirm	0
468	feelguilty	22
468	memory_erase	48
468	thats_great	1
468	family_relationship	95
468	mhm	0
468	influence_positive	109
468	good_hear	1
468	easy_sleep	18
468	sleep_affects	21
468	uh_huh	3
468	feel_lately	120
468	awesome	1
468	ptsd_diagnosed	7
468	depression_diagnosed	6
468	happy_lasttime	27
468	aw	61
468	thats_great	1
468	BF_describe	21
468	uh_huh	7
468	landed_trouble	10
468	okay_confirm	0
468	self_change	58
468	understand	1
468	feelbadly	12
468	okay_confirm	0
468	Ellie17Dec2012_10	109
468	thats_great	1
468	advice_back	37
468	regret	30
468	okay_confirm	0
468	Ellie17Dec2012_08	129
468	mhm	0
468	asked_everything	0
468	appreciate_open	2
468	bye	1
469	IntroV4Confirmation	1
469	okay_confirm	0
469	how_doingV	2
469	thats_good	0
469	where_originally	1
469	really	0
469	like_about_LA	42
469	mhm	4
469	dont_like_LA	26
469	see_mean	0
469	travel_shoes	9
469	travel_changed	54
469	yeah3	0
469	travel_trips	47
469	really	21
469	wild_laughter3	24
469	oh_no	4
469	thats_good	3
469	study	5
469	hard_decision	2
469	cool3	6
469	hard_decision	26
469	happy_didthat	17
469	like_what	32
469	makes_sense	0
469	dream_job	83
469	yeah3	0
469	relax_fishtank	45
469	uh_huh	7
469	control_temper	52
469	landed_trouble	34
469	mm	0
469	last_argument	54
469	describe_felt	45
469	yeah_downer	0
469	family_relationship	75
469	uh_huh	2
469	influence_positive	31
469	give_example	34
469	aw	23
469	yeah3	0
469	situation_handled	124
469	isee_downer	0
469	hard_decisionB	27
469	okay_confirm	0
469	feelguilty	43
469	uh_huh	0
469	memory_erase	47
469	downer	0
469	easy_sleep	7
469	thats_good	1
469	sleep_affects	3
469	wild_laughter3	1
469	feel_lately	36
469	symptoms_cope	26
469	mhm	15
469	okay_confirm	0
469	ptsd_diagnosed	26
469	trigger	55
469	mhm	0
469	depression_diagnosed	6
469	when_diagnosed	12
469	why_seek_help	34
469	symptoms_what	22
469	therapy_going	25
469	therapy_useful	5
469	therapy_changes	45
469	mhm	0
469	happy_lasttime	98
469	wild_laughter3	0
469	BF_describe	20
469	uh_huh	0
469	self_change	56
469	mm	0
469	advice_back	36
469	mhm	0
469	Ellie17Dec2012_08	53
469	thats_great	0
469	asked_everything	3
469	appreciate_open	7
469	bye	1
470	IntroV4Confirmation	1
470	okay_confirm	0
470	how_doingV	3
470	thats_good	0
470	where_originally	5
470	really	0
470	like_about_LA	7
470	mhm	0
470	dont_like_LA	30
470	see_mean	0
470	travel_shoes	5
470	why2	14
470	nice	1
470	memorableB	23
470	tell_about_that	53
470	great_situation	0
470	study	12
470	hard_decision	53
470	thats_great	0
470	still_working_on_X	10
470	dream_job	21
470	difficult	15
470	yeah_downer	0
470	shyoutgoing	13
470	relax_fishtank	28
470	cool3	0
470	control_temper	25
470	thats_good	0
470	last_argument	61
470	okay_confirm	0
470	feelguilty	10
470	good_job	1
470	situation_handled	38
470	hard_decisionB	19
470	mhm	2
470	see_mean	1
470	family_relationship	49
470	uh_huh	0
470	influence_positive	2
470	why2	47
470	okay_confirm	0
470	kids_elaborate	20
470	aw	0
470	easy_parent	11
470	parent_hardest	13
470	parent_best	39
470	good_hear	0
470	parent_differences	76
470	been_hard	3
470	memory_erase	18
470	symptoms_cope	75
470	yeah_downer	0
470	sorry_hear	1
470	easy_sleep	18
470	thats_good	0
470	feel_lately	25
470	understand	0
470	behavior_changes	30
470	uh_huh	0
470	ptsd_diagnosed	3
470	depression_diagnosed	3
470	happy_lasttime	45
470	describe_felt	60
470	yeah3	0
470	BF_describe	50
470	understand	0
470	Ellie17Dec2012_07	20
470	mhm	0
470	self_change	41
470	yeah_downer	0
470	feelbadly	76
470	yeah_downer	0
470	regret	43
470	mm	29
470	yeah3	1
470	advice_back	23
470	okay_confirm	0
470	Ellie17Dec2012_10	91
470	awesome	1
470	Ellie17Dec2012_08	32
470	thats_great	0
470	asked_everything	0
470	appreciate_open	2
470	bye	1
471	IntroV4Confirmation	1
471	okay_confirm	0
471	how_doingV	5
471	thats_good	0
471	where_originally	4
471	really	0
471	like_about_LA	5
471	like_what	7
471	awesome	0
471	dont_like_LA	1
471	see_mean	0
471	travel_shoes	1
471	travel_changed	3
471	travel_trips	56
471	yeah2	0
471	memorableB	3
471	yeah3	62
471	nice	0
471	study	3
471	hard_decision	25
471	still_working_on_X	10
471	happy_didthat	3
471	dream_job	9
471	really	1
471	tell_about_that	108
471	yeah3	0
471	relax_fishtank	2
471	okay_confirm	0
471	control_temper	16
471	last_argument	19
471	describe_felt	4
471	situation_handled	115
471	landed_trouble	38
471	makes_sense	0
471	hard_decisionB	58
471	isee_downer	0
471	memory_erase	46
471	mm	0
471	family_relationship	88
471	im_sorry	0
471	symptoms_cope	56
471	been_hard	1
471	influence_positive	55
471	understand	0
471	easy_sleep	50
471	feel_lately	40
471	behavior_changes	2
471	feel_down	1
471	ptsd_diagnosed	1
471	depression_diagnosed	1
471	happy_lasttime	28
471	good_hear	0
471	BF_describe	7
471	self_change	20
471	tell_about_that	96
471	yeah_downer	0
471	feelbadly	82
471	wow	1
471	regret	13
471	avoid	113
471	right2	0
471	see_mean	0
471	advice_back	59
471	Ellie17Dec2012_10	58
471	thats_great	0
471	Ellie17Dec2012_08	86
471	asked_everything	0
471	appreciate_open	2
471	bye	1
472	IntroV4Confirmation	1
472	okay_confirm	0
472	how_doingV	4
472	thats_good	0
472	where_originally	2
472	really	0
472	like_about_LA	7
472	mhm	0
472	dont_like_LA	4
472	see_mean	0
472	travel_shoes	4
472	why2	3
472	okay_confirm	0
472	study	5
472	sounds_interesting	0
472	hard_decision	14
472	still_working_on_X	2
472	dream_job	8
472	difficult	2
472	tell_about_that	29
472	mm	0
472	understand	0
472	shyoutgoing	3
472	relax_fishtank	11
472	okay_confirm	0
472	family_relationship	23
472	good_hear	0
472	control_temper	27
472	last_argument	24
472	wild_laughter3	0
472	kids_elaborate	52
472	mhm	0
472	easy_parent	11
472	parent_hardest	34
472	yeah_downer	0
472	symptoms_cope	2
472	parent_best	31
472	parent_differences	35
472	yeah3	0
472	situation_handled	63
472	okay_confirm	0
472	feelguilty	13
472	tell_about_that	82
472	yeah_downer	0
472	hard_decisionB	8
472	okay_confirm	0
472	memory_erase	54
472	makes_sense	0
472	influence_positive	24
472	tell_about_that	75
472	okay_confirm	0
472	easy_sleep	7
472	thats_good	0
472	feel_lately	1
472	behavior_changes	19
472	okay_confirm	0
472	ptsd_diagnosed	1
472	depression_diagnosed	1
472	happy_lasttime	22
472	aw	11
472	great_situation	0
472	BF_describe	11
472	uh_huh	0
472	self_change	15
472	feelbadly	41
472	okay_confirm	0
472	regret	23
472	advice_back	12
472	okay_confirm	0
